,pid,px,py,pz,mx,my,mz,ex,ey,ez,delta p m,,,delta m e
179,8413c5c6-b42b-4ec6-b751-881a54413628,-2243,-2000,-169,-2243.5,-2000,-458,-2276.392997,-2237.763162,-93,289.0004325,,,436.8503982
180,3c15054d-9a26-40cc-af3b-d11b1cfe2212,787,-6250,-646,837.9,-6268.4,-860,1261,-6325,-918,220.7382386,,,430.79133
181,1e104bf4-7a24-4624-a5b2-c2c8289c0de7,-2346,-2250,-169,-2302,-2577,-169,-3039,-2125,-393,329.9469654,,,893.1119751
182,b40d8c65-7ee8-4069-8b64-1a3f7907742f,-2243,-3000,-122,-2243,-3000,-122,-2230.042354,-3191.142555,-118,0,,,191.6230073
183,784c5282-2749-48ca-b211-100d0b24e29b,-2243,-3000,-122,-1413,-5506,-767,-1214,-5125,-793,2717.528473,,,430.625127
184,b78b3c42-eee5-47c6-9717-743b78c0b721,-3154,-3500,-503,-3161,-3513,-624,-3339,-3300,-593,121.8974979,,,279.3098638
185,54c8f5de-83d7-49b9-9b4c-67fe0f07289b,-3577,-3000,-741,-3582.5,-2998.4,-1155.8,-3514,-3325,-718,414.8395473,,,550.4803811
186,521d4f09-e044-4da7-82dd-7db7b1dea72b,-800,-2500,92,-813.7,-2591,-317.8,-929.828097,-2775.493748,157,420.0056309,,,522.4545127
187,71ea989a-2e1a-4022-aff5-fcfe9a2c9452,-3154,-3500,-503,-3154,-3500,-503,-3114,-3450,-493,0,,,64.80740698
188,da57bb3a-b0f2-465d-a5fc-cc84341450b0,-3154,-3500,-503,0,0,0,-2839,-4650,-843,4738.219602,,,5512.991021
189,c9664185-d3fd-4e0e-89cf-77c402038938,-2846,-4250,-503,-2845.4,-4143.8,-905.6,-2790.240425,-4208.074469,-593,416.3719011,,,323.8711874
190,4f10fbb7-57be-427b-bb1d-a19bd31dc27b,-3577,-2500,0,-3500,-2300,0,-3514,-1850,-693,214.3105224,,,826.4048645
191,30ac1320-d671-46fc-87ef-875cdfc6b4eb,-3577,-2500,0,-805.9,-1837.4,-572.8,-739,-1400,57,2906.22329,,,769.7028063
192,9338f8bb-e097-46d8-81b4-7f37beb4d308,-3577,-2500,0,0,0,0,-2264,-1500,-193,4364.04961,,,2722.6724
193,0179fc61-0a82-4e2b-b6e6-8b44efd23744,-1781,-1000,-169,-2243,-2000,0,-2049.765287,-1003.26495,-193,1114.452781,,,1033.474438
194,4e6dfe08-cab0-4a05-903b-94283cb9f8e7,-717,-5000,-836,-717,-4999.8,-626.9,-464,-5375,-843,209.1000956,,,501.4810565
195,5a4740a3-8e93-495d-b6cf-83dccba01d7a,1271,-5750,-836,1428,-6125,-1015,1261,-6000,-893,444.2015308,,,241.6567814
196,30dfb8c6-9202-43fd-a92d-19fe68602b6f,2421,-6000,-1122,1652.3,-6300.2,-1531.5,1911,-6250,-943,921.2545685,,,644.8084832
197,f4bd76a6-66c9-41f3-9311-6962315f8fc8,-2243,-2000,-169,-2096,-2173,-586,-2264,-1700,-143,474.7915332,,,669.4789018
198,d9eef6fb-1fcc-4850-938d-af183d8f9f19,-800,1000,-622,-800,1000,0,-1275.791989,805.8698974,-643,622,,,823.1120908
199,06d42449-d6ac-4c35-8f85-24ecfbc08bc1,-3141,-500,-836,-3049,-852,-1241,-2864,-375,-693,544.4198747,,,749.7052754
200,dc50c3de-5d84-4408-9725-22ae55b93522,-2243,-2000,-169,-2000,-2000,-169,-1946.699965,-2175.453109,-18,243,,,237.5409168
201,0925fb1b-cf83-4f55-bfb7-aa52f993a404,-2730,-5000,-789,-2730,-5000,-789,-2989,-4900,-1268,0,,,553.6442901
202,72c095b0-c7ab-4e22-a4aa-4163102de553,2670,-5750,-1408,2671,-5737,-1851,2811,-5750,-1468,443.1918321,,,407.992647
203,0dfc64c5-80bc-43b6-a7c4-2fb6e638e9f3,-2371,750,-931,-2374.9,748.3,-926.7,-2564,625,-968,6.048966854,,,229.493769
204,ad2b7307-95e7-4c86-9d00-cca859732525,-1768,-1500,-122,-1690.7,-1499.9,-757.7,-1286.320205,-1497.693874,7,640.3825341,,,865.0398692
205,09cd7ab9-f8cd-4bd4-bcd6-64f57eedea46,-1300,-3250,44,-1299.9,-3249.9,-2239.3,-1826.538357,-3365.015821,-18,2283.300004,,,2285.776302
206,f9b2e36b-eef8-402f-b121-786dfed58bcb,-1300,-3500,44,-1300.1,-3500.9,-1091.2,-1514,-3650,-18,1135.200361,,,1104.419422
207,1bd85dab-7a53-49d1-acd4-e82f9fd07cf6,-1813,-3250,-27,-1820.3,-3258.4,-1356.7,-2389,-3475,-193,1329.74657,,,1313.214735
208,869bac48-ad1b-46b8-be00-cf6b26aea40e,300,-6000,-670,289,-5965,-1610,411,-6550,-743,940.715685,,,1052.994777
209,437f43e1-9c8f-4be9-ac89-97885b0e03d0,-2281,-5000,-598,-2061.1,-5070.6,1323,-1489,-5300,-918,1934.83368,,,2324.22111
210,7b05cccc-44f6-4491-a0ea-e38d6e95513d,-2192,1500,-1169,-2091.1,1441.5,-1582.2,-2589,1200,-1293,429.3451991,,,624.3903427
211,5011eba9-8926-4a73-b729-579d02676d25,-2192,2000,-1312,-2185.6,2018.5,-768.6,-2364,1800,-1418,543.7524896,,,708.0177752
212,ef33604f-93e8-43f3-a56c-e969579775e8,-800,-2250,92,-800,-2250,0,-1132.940045,-2394.519945,157,92,,,395.4542806
213,05ec6af9-6c83-422d-91a3-ba815fa65e92,3136,-6250,-1502,2948.5,-6222.8,-2270.2,3211,-6400,-1843,791.2188888,,,531.7950075
214,19baa84c-22a5-4589-9cbd-c23f111c054c,-2243,-2000,-169,-2243,-2000,0,-2301.02538,-2169.605205,-118,169,,,214.6086443
215,d595ee58-75bb-4df3-96de-d9b4f4d1f6ab,-800,-3000,92,-387,-3244,0,-755.6850473,-3838.187889,-143,488.4352567,,,713.748493
216,c17772a9-21b5-49df-ab31-3017addea12e,-2243,-2000,-169,-2249,-2029,-294,-2264,-1975,-143,128.4601105,,,161.0652042
217,c2184312-2421-492b-bbee-e8c8e982e49e,-679,-4500,-694,-679,-4500,-694,-889,-4450,-818,0,,,248.9497941
218,55001cb4-e10f-4657-9760-1228b590a69c,-800,-2250,92,-810,-2253,-68,-739,-2075,157,160.3402632,,,295.5503341
219,b9b101cf-24d3-4c2a-8464-bc91b9f0c767,-3154,-4000,-598,-3154,-4000,-598,-3414,-4250,-993,0,,,534.9065339
220,8f4fd564-7e34-4113-a6e4-ae40faa64f7a,-1281,1000,-693,-1337,1109,-628,-1520.19201,1354.074702,-868,138.7155363,,,388.8713442
221,19137f8d-0f3b-4923-93ad-f741758e1b2e,-1294,-2500,68,-1766,-2661.5,348,-1739,-2675,57,572.0718923,,,292.561532
222,b88bef14-62a9-4294-ac3e-4e45b9bce3d9,-2363,250,-741,-2123.6,359.3,-1253.6,-2311.08136,1241.677292,-1193,576.2096927,,,904.1080162
223,46630957-63fd-4d0d-a2ba-8766f0796db8,-3430,-1750,-694,-3157.3,-1474.4,-934,-2989,-1325,-493,455.9831685,,,495.1022622
224,134e8241-f5d7-4ad7-a8c0-11b34f2eedc3,-2255,-500,-408,-2388,-790,-329,-2314,-675,-368,328.6791749,,,142.2040787
225,082187a0-121f-47d5-962a-a9ad467e7124,-804,250,-408,-769.2,263.4,578.2,-914,-25,-343,986.9047776,,,976.089668
226,800e8e76-dc93-4e52-ae8d-e35ad26daefe,-2704,-500,-598,-2683,-774.9,-776.1,-2439,-725,-393,328.22343,,,456.9372167
227,c0c3c95d-43c3-4e30-9ce7-0519d0473911,-3430,-2250,-646,-3404,-2296,-1028,-3514,-2875,-668,385.6371351,,,690.6091514
228,febb430e-2d50-4f83-87a0-b5ffbb9a4943,-2243,-2000,-169,-2243,-2000,-169,-2471.354982,-2480.337173,-143,0,,,532.4901859
229,f06d6cd9-a6b8-49a4-90d1-7905d04c2f8b,-2243,-2000,-169,-2122,-2008,-303,-2164,-1500,-143,180.7235458,,,534.2546209
230,bf96f6d6-4726-4cfa-804a-bca8f9262721,-2243,-2000,-169,-2264.6,-2068.9,-723.4,-2289,-2475,-93,559.0824,,,750.2777686
231,3b729602-20d5-4be8-a10e-24bde8fc3092,-2704,0,-741,-2704.2,0.3,-13.6,-2489,-975,-343,727.4000894,,,1051.677465
232,89606895-287e-4559-8536-9830b047af34,1254,-6750,-931,1254.2,-6748.9,-1833.2,1561,-7125,-1618,902.2006928,,,530.9317188
233,724d890b-164d-4e0d-b550-06ea47077576,-1821,-1750,-74,-1820,-1750,-544,-1960.678265,-1966.78924,-43,470.0010638,,,563.7277259
234,1ff5ce1f-5500-444b-ad5f-70f90dd22ac3,-3154,-2000,-503,-3154,-2000,-503,-3514,-1900,-693,0,,,419.1658383
235,6d24683c-da42-4610-baf0-7ceee7014394,2243,-2000,-169,2243,-2000,-169,2311,-1650,-193,0,,,357.3513677
236,dc7e9403-19f7-409f-9240-05ee57cb7aea,-1821,-250,-360,-1810,-281,-638,-1864,-725,-193,279.9392791,,,630.9334355
237,316a733a-5358-4d1d-9f7f-179ba3c90adf,-3154,-2000,-503,-3110,-2045,-904,-3189,-1900,-493,405.9088568,,,442.930017
238,ebd18510-c263-4d5b-a736-a588862a6972,-1281,2000,-979,-1108,2008,-708,-1400.016867,1859.039221,-993,321.611567,,,434.3825089
239,25e75514-43e1-4c07-9fea-581bd203b55c,1779,-7250,-1074,1782,-7215,-2381,1786,-7350,-1868,1307.471988,,,530.4809139
240,86553ccc-2e51-4cfb-a8e6-80da6860c8d9,2704,-7250,-1502,2670.1,-7256.7,-2009.7,2461,-6775,-1518,508.8746309,,,719.3932096
241,2aea57ac-d3d0-4a09-b6fa-0aa9d58d1e11,-1768,-1500,-122,-1768,-1500,-122,-1789,-1675,-43,0,,,193.1502006
242,f211d54e-e7eb-4188-bdcd-faa9c4317e9e,-2363,250,-741,-2437.4,469.3,-593.2,-2719.364792,564.9120675,-1018,274.7229332,,,518.7493145
243,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,-2243,-2000,-169,-2300.8,-2001.9,-224.5,-2470.574101,-1968.122029,-193,80.15422634,,,175.9444419
244,64aadf54-d662-4934-8c08-cad14ee5b69f,806,-6500,-598,807,-6510,-935,261,-6250,-568,337.1498183,,,707.3931015
245,4d3be0ae-3225-472b-9dc7-774817c6a7b9,-2243,-2500,-122,-2243,-2500,-122,-2520.958467,-2596.833382,-168,0,,,297.9154468
246,7d999a68-0215-4e45-8e6c-879c6ca2b771,-2243,-2000,-169,-2257,-2005,-281,-2314,-2000,-143,112.9822995,,,149.3921015
247,3eb6e6e0-8a57-49d6-b7c9-f39d5834e682,2243,-2000,-169,2230,-2027,-580,2136,-2225,-93,412.0910094,,,534.0496232
248,fb0de39b-c750-4adc-af18-12bf8a22ed41,-2304,-4250,-265,-2304,-4250,-265,-2339,-4050,-318,0,,,209.8427983
249,5df09eb0-47cb-4554-bc7a-2e91995b7b07,-813,1250,-693,-998,1487.8,-218.5,-1360.944472,1210.109399,-793,562.0712499,,,734.0919628
250,82765a73-2a03-42ca-ba98-194247caa62e,-2243,-2500,-22,-2255,-2230,0,-2446.17778,-2339.833076,-143,271.1604691,,,262.7950689
251,94283796-548a-4e4e-909a-bd4bd1690d27,1281,2500,-1169,1281,2500,-1169,1161,2400,-1193,0,,,158.0379701
252,f7c49002-6565-4314-83f7-19b9a16d8e61,-1281,2500,-1169,-1281,2500,-1169,-1264,2525,-1268,0,,,103.5132842
253,f9656eee-141c-453d-a016-4aba68f674dc,-2888,-1250,-503,-2807.3,-1232.6,-427,-3300.439267,-1978.955143,-543,112.2107392,,,902.0467483
254,db2100c3-64ac-463e-97a1-20ce8266cd5f,1000,-2250,92,997,2259,579,861,-1850,107,4535.22425,,,4138.255792
255,0eb65305-bb95-4bf1-a154-1b810c0cff25,-3141,-1500,-598,-3140.4,-1556.3,-534.6,-3354.404572,-2266.291661,-543,84.79156798,,,741.5906385
256,bc2f8bde-9498-41d7-b9db-83bd05cd34ba,-2687,-6259,-1217,-2287.9,-6259,1858.4,2686,-6225,-1393,3101.187832,,,5942.427044
257,0c9ee229-2a3d-45ae-b277-87e9da0cf41f,-1743,2500,-1312,-1600,2500,-1300,-1614,2575,-1393,143.5026132,,,120.2913131
258,d8ccc6bb-f0d9-494a-b682-f12c73e228c6,-2704,-1500,-360,-3219,-700,-407,-3014,-525,-718,952.5933025,,,411.5470811
259,9e979599-11e1-4372-96fc-e80520f3e668,-2704,-1500,-360,2360.4,-5072.3,-2514,2261,-5425,-1168,6561.188204,,,1394.988763
260,7587e3bb-dd11-4853-b48b-feab0b56ae05,-804,-5250,-836,-804.1,-5250,-575.7,-639,-5375,-793,260.3000192,,,300.1704516
261,7dcd74a9-fc7a-4c3c-85b9-769d869629ec,-2704,-500,-598,-2704.1,-499.9,-59.2,-2489,-425,-493,538.8000186,,,489.9596514
262,5b489aee-75e8-42af-aca6-3026d9a54c2d,-2704,-500,-598,0,0,0,-2839,-4725,-918,2814.110872,,,5588.226015
263,99086aba-f671-42b5-bdc0-e665c61f5452,-1294,-2500,68,-1297.1,-2406.8,-584.9,-1439,-2400,107,659.5257842,,,706.3338163
264,a63a7248-9393-478b-9478-64f421ef5eb8,-800,-1000,-99,-769.5,-922.1,-69.7,-1014,-1375,32,88.64056633,,,524.6346824
265,aeb06797-fddf-4ad2-b0ef-dd1b0f54d034,493,-3750,-74,493,-3750,-508.7,461,-3575,-93,434.7,,,452.1675464
266,1a60a6e1-da99-4d4e-a734-39b1d4544fad,-2243,-2000,-169,-2243.1,-1999.7,-93.4,-2289,-2025,-143,75.60066137,,,72.1599612
267,76f16631-cbf7-4883-9437-4e8d8c4f34a3,2686,-6750,-1316,2685.7,-6750.1,-1604.5,3086,-6375,-1743,288.5001733,,,565.7935578
268,e7080659-8319-48a6-b6fd-2e8ce8eeec49,-800,-3000,92,-800.1,-3000,-152,-739,-2925,157,244.0000205,,,323.7888355
269,57acb665-9a6d-4240-ab39-41013bdf7098,-1313,-1250,-75,-1246.7,-1293.3,-225.5,-2039,-1625,-93,170.0612537,,,869.091727
270,188fe7d5-fd1c-494f-88bc-672d77b9779e,-1294,-1000,-122,-1307.6,-915.3,-76.9,-1664,-1050,-93,96.91780022,,,381.3453291
271,7c11adc6-adbd-484f-8ae9-13946285e3f8,3120,-5750,-1693,2948.3,-5604.1,-1651.7,3111,-5475,-1743,229.0707096,,,226.8783595
272,b04d8a51-4f06-45bf-bd58-2915eb0c4668,1245,-6250,-884,1088.9,6200,1211.6,1036,-6200,-743,12626.10021,,,12553.2171
273,e4632651-5ba7-48a7-86db-5298b45a5bac,-1794,-5000,-550,-1794.1,-5000,-706.5,-1489,-5250,-918,156.5000319,,,447.5692796
274,962ca9c6-cd30-44b5-9153-465e821be684,347,-4250,-741,353,-4127.9,-907.1,11,-4275,-918,206.2368056,,,372.4529769
275,f8249eab-d4c2-4fb0-a258-7f4b99fa19e4,-3064,1500,-1645,-3041.5,1500.3,-1471.8,-3414,1400,-1968,174.655604,,,628.5147413
276,da17779f-7728-4c51-8b54-b88764c0908d,-3455,250,-1265,-3455.2,250.1,-1421,-3789,175,-1518,156.0001603,,,355.6282469
277,a4ed0599-4a72-4afb-8fe9-d0d046aec6aa,-3396,-4750,-1074,-3351.5,-5021.5,-2440.6,-3464,-5600,-1743,1394.018673,,,913.2164366
278,0e2c1e20-5b81-4104-b1ee-325bb0e1a781,832,-6000,-789,621.7,-6000,-1226.5,886,-6275,-693,485.4197565,,,655.8214239
279,bb7a5967-56ae-4193-920d-142710b4f07d,-3447,-750,-931,-3447,-750,-931,-2939,-625,-643,0,,,597.1875752
280,487cc97e-f2c5-44f2-94ea-fbce30c65c84,-3014,2000,-1975,-2957.9,2019.3,-1936.7,-3414,1925,-2518,70.61579144,,,744.8687066
281,79fbd14b-bfad-4b28-90a9-3019bf72336f,-3141,0,-978,-3141,-0.4,-1236.5,-3589,-175,-1193,258.5003095,,,482.7850557
282,5a5a2320-3b0d-485d-aba2-dc96357e00d8,-1794,-1000,-122,-1896,-1004,-243,-1814,-575,-243,158.3066644,,,436.766528
283,88e1154c-bd92-446d-bd6d-550062666223,-4022,-1250,-1264,-3957.8,-1237.2,-1264,-3939,-875,-1243,65.46357766,,,363.2950316
284,7a52b7d9-4161-472f-94fe-2183be029cfd,-800,-1100,0,-800,-2100,0,-755.8212144,-1037.078891,-43,1000,,,1064.707495
285,bd9d5846-759e-4dc9-951a-d163a04d56b4,-1000,2800,0,-1400,1800,0,-447.8592905,2784.947374,-1518,1077.032961,,,2044.753594
286,c2363000-27a6-461e-940b-15f681496ed8,-2704,-1500,-360,-2704,-1500,-360,-2539,-1375,-293,0,,,217.5752743
287,4ca5f874-f14e-4f62-adb3-c638a94a89f2,-2704,-1500,-360,-2243.1,-0.1,-877.7,-2191.230734,377.222843,-718,1652.314168,,,412.9976254
288,f9180954-7292-47c0-b60f-fe1a3666be35,-3141,0,-978,-3141.1,-0.2,-1163,-3304.064861,42.84730056,-1118,185.0001351,,,174.4580634
289,b2746c16-7152-45a3-a7f0-477985638638,-2243,-2000,-169,-2243,-2000,-169,-2369.820413,-2012.924534,-143,0,,,130.1017322
290,c09b3c18-c9e5-4551-9a35-7b2a069f57ff,-50,250,0,-50,250,0,-775.5648182,256.2465794,-418,0,,,837.3812305
291,31f3e083-a324-4b88-b0a4-7788ec37b191,-2243,-2000,-169,-2273,-1902,-536.8,-2189,-1850,-118,381.8125718,,,430.2945968
292,0ce74616-abf8-47c2-86d9-f821cd25efd3,-1141,-5000,-1121,-900,-4900,-1000,-889,-5625,-768,287.6143251,,,761.2949494
293,aba2f956-4f9e-4551-8630-4d4d9c39c4dc,-1300,-4750,-527,-1162,-4691.9,-1603,2486,3025,-3268,1086.368082,,,8696.589826
294,00a824c0-e060-495f-9ebc-79c82fef4c67,-1300,-3000,-92,-1234,-3091.2,-628,-1348.533086,-2995.909712,107,547.6946595,,,749.9487094
295,7791ee46-5c13-4d1b-8518-5602dcb8666b,-1300,-3750,-51,-1337.2,-3727.4,-95.7,-1724.891831,-3705.494288,-43,62.39142569,,,391.8700118
296,eb0baec1-4ca1-4b31-b03c-69335de3a7e3,-813,1750,-836,-814,1792,0,-952.8227158,1327.238879,-743,837.0549564,,,887.3125977
297,81a1cbae-60b6-4013-9511-1bf3855387a2,1745,-6250,-884,1705,-6243.5,-1240.8,1836,-5675,-918,359.0939849,,,666.7481459
298,8ca1a850-26ef-42be-8b28-c2e2d12f06d6,-2243,-2000,-169,-2039.6,-1691,-580.5,-2436.443921,-1473.392715,-243,553.3396877,,,564.574422
299,64101a8a-fa35-422d-b28f-0d81c85c146f,-2064,-5500,-1693,-2167.8,-5511,-2000.5,-1914,-6375,-968,324.7332598,,,1370.024339
300,8b7c808f-763b-44c8-b273-63c6afbc6aae,-2243,-2000,-169,-2243,-1969,0,-2251.920297,-1928.725063,-143,171.8196729,,,148.8309182
301,8dfb86c8-d45c-46c4-90ec-33078014d434,-804,-750,0,-804,-750,0,-1064,-525,-193,0,,,394.3019148
302,5a2f99aa-d3f5-469d-882e-0a16ee869746,-813,1750,-836,-873,1740,-711,-1022.11319,1778.232375,-893,139.0143877,,,238.370422
303,a6f9e4d5-5f20-4a98-9118-22187f4d230b,-1781,-500,-312,-1782,-508,-529,-1863.947967,-484.7736222,-268,217.1497179,,,274.5467791
304,461ecb39-ab58-4a6c-acd7-22da5b4b4b22,-1300,-3250,44,-1349.9,-3227.6,-198.3,-1791.126145,-2903.341298,7,248.3969807,,,584.783983
305,8d59da25-3a9c-44be-8b1a-e27cdd39ca34,-2243,-2000,-169,-2347.3,-1939.9,-75.8,-2327.847205,-1924,-143,152.2390883,,,71.74302207
306,64f4afa4-ec5f-4ad6-ab28-415a9a8098ed,-2880,-2750,-360,-2614,-2734,-1292,-2839,-2875,-293,969.3482346,,,1033.686123
307,2d544e7f-c8af-46b5-aaa0-caf0ad4d63a1,1870,-6500,-837,1883,-6597,-1046,1461,-6275,-868,230.7791152,,,559.8678415
308,d75517b1-7a10-454d-b395-ba93850799bd,-4006,-1750,-1122,-4006,-1750,-1122,-4039,-2500,-1068,0,,,752.6652642
309,298e2a70-9801-45f0-b91c-d6bb9718427e,-800,1500,-765,-800.2,1500.3,-765.1,1461,-6275,-868,0.374165739,,,8098.080263
310,9dff5593-e781-41a3-a6f9-20d06085e4f8,478,750,-598,478.1,750,-598,1461,-6275,-868,0.1,,,7098.564461
311,4bc345eb-72e9-4dbc-9ff9-ead5b7d08b18,478,750,-598,-2868.7,-3426.7,-1982,-3239,-3450,-568,5528.171468,,,1461.869002
312,11e7d50f-7f48-4d9c-9cfb-8a3067800a1b,-3154,-3000,-455,-3243,-3154.6,-1670.5,-3314,-3375,-593,1228.520415,,,1102.099546
313,74006cce-e266-4ebb-aaab-3fd5eb2d72e5,-1304,-2750,68,-1250,-2790,-693,-1639,-2125,57,763.9613865,,,1075.195796
314,4037a618-e6ba-4142-a6d2-3e32ef25fd1b,1779,-7250,-1074,2161.5,-7250,882.9,2086,-6300,-1068,1993.931759,,,2171.223402
315,3cf66b31-9f69-4050-93d8-c0de1b7ce944,1779,-7250,-1074,-1200,-2675,0,-1895.355567,-2879.075935,7,5564.040079,,,724.7174286
316,fb2f994b-5be8-4c1c-81dd-aad4b19ddcf7,1779,-7250,-1074,-1600,-2900,0,-1801.644456,-3031.571841,7,5611.917409,,,240.8747308
317,ffb1b072-2de7-44a4-8115-5799b9866382,1771,-6750,-836,1775,-6749,-1810,1961,-6675,-1318,974.0087269,,,531.1647579
318,eb04cc7c-7c10-4e7f-8593-9c3b9b6986f5,993,-250,-265,1070,-250,-335,536,-200,-293,104.0624812,,,537.9776947
319,6fc4d73c-2071-43ec-a756-c6c6d8322c8b,-2243,-2000,-169,-2217,-2054,-169,-2289,-1750,-143,59.93329626,,,313.4900317
320,bf57f9ed-8c55-4cbe-ac75-c1200b74ddf0,1896,-6000,-1026,1870,-5790,-1753,1936,-6000,-893,757.1690696,,,887.7251827
321,257d0357-76ed-4220-8d50-68da6efda72d,-800,-2000,44,-875.2,-2027,-636,-1064,-1400,7,684.6780557,,,917.7273233
322,b73ef9cf-462c-4de3-ae61-5907790ebd0e,-2346,-2750,-169,-2300,-2750,0,-2347.496683,-3015.075195,-143,175.1485084,,,304.9094847
323,df7d2ca7-068b-4df2-9782-8f6bb7d67f18,-3577,-2000,-789,-3450,-2000,0,-3633.542216,-2243.017585,-743,799.1558046,,,802.9908414
324,d403c464-9d91-4338-b64b-81c299356972,-1813,-3250,-27,-1826,-3251,-27,-1989,-3475,-68,13.03840481,,,280.0464247
325,6506252f-1141-4e11-8816-4db01b71dda0,-2346,-1750,-217,-2345.9,-1750,-217,-2982.166449,-1663.689379,-443,0.1,,,680.7058962
326,d213e786-4b1c-477d-a710-766d69fa1ac1,-2243,-3500,-169,-2243.1,-3500,-168.9,-2521.867694,-3308.801854,-218,0.141421356,,,341.5830326
327,b45c8f3f-6361-41df-9bc1-9df98b3d30e6,-1821,-2250,-27,-1696,-2225,-621.4,-1624.506957,-2880.354758,57,607.9155862,,,945.9533148
328,a3d13b05-bf4d-427a-a2d5-2fe050d603ec,-2243,-2000,-169,-2241.9,-1999.7,-634.3,-2270.233709,-2841.200017,-93,465.3013969,,,1000.964918
329,e3ce9c72-2a4f-4607-95d3-ea7e886082b8,-3577,-3000,-741,-3497.9,-2861.1,-1162.3,-3739,-3425,-918,450.6037173,,,660.1476426
330,71a92c54-69f0-488b-ae2a-cb6c1524233c,-3413,-3250,-598,-3271.3,-3270.1,-1282.3,-3414,-3725,-743,699.1061364,,,719.8206652
331,ee320f72-b613-4acd-b10d-3ceef332a949,-1813,-3250,-27,-1797,-3231,-1180,-1963.27222,-3895.599921,-143,1153.267532,,,1242.863028
332,68f06c5f-8566-4a4f-a4b1-ab8398724913,806,-6500,-598,796,-6511,-10,808.8027294,-7048.177171,-1143,588.1878951,,,1253.958621
333,834fca72-0b69-44e4-b77e-95a61290b50d,-800,-2250,92,-597,-2253,-339,-1014,-1875,107,476.4231313,,,718.1148933
334,7be00744-2e27-4062-8f56-3969e24e9990,-2240,-2000,-169,-2249,-2016,-782,-2789,-1500,-393,613.274816,,,842.1264751
335,76de0e1a-30aa-4713-9fe5-25ad2dff653f,-1304,-2250,68,-1297,-2250,0,-1342.191665,-2023.611291,107,68.35934464,,,254.4467213
336,2b3c3126-11f3-4a8e-aa44-2f965bf8ab9c,-1743,2000,-1121,-1743,2000,0,-2028.738167,1825.727104,-1243,1121,,,1287.270889
337,291fcd13-b629-49c0-baf8-57ed1351050e,787,-5750,-741,796,-5677,-2221,1411,-5650,-1143,1481.826576,,,1241.385516
338,0685d767-80a2-49b6-a51a-0e9b1dd7a14d,-2717,-4500,-551,-2537,-4542,-551,-2764,-4375,-643,184.8350616,,,296.4489838
339,c0e59477-43f0-4441-9f81-3a55ddad9dad,1245,-6250,-884,1088.9,-6200,-1211.6,1136,-6275,-893,366.3181268,,,330.6801627
340,76c5c1a1-3617-4727-9f75-d975c9a08203,832,-6000,-789,621.7,-6000,-1226.5,886,-6275,-693,485.4197565,,,655.8214239
341,ba291bec-4492-4d7f-a6aa-483ebb64b3c3,-800,-3500,44,-800,-3500,44,-1089,-3100,132,0,,,501.2634038
342,25a9182c-4795-4768-af47-98975d2d2a8a,449,-4750,-694,449,-4750,-694,311,-4725,-843,0,,,204.621602
343,bc1602ba-dd6c-4ae4-bcb2-4925e7c8632a,-2243,-2000,-169,-2310,-2005,-487,-2439,-1575,-243,325.0199994,,,510.9569453
344,07abb39b-063b-4ef8-b3ab-963c6a1b5cc5,-1781,-3500,-27,-1781,-3500,-27,-1761.705705,-3462.512874,-18,0,,,43.11095504
345,85bdeae3-269b-4e39-bd9b-2b0d95aff2fa,-1781,-3500,-27,-3413.1,-3750,-1669.1,-3439,-3650,-743,2328.678342,,,931.8433452
346,02328ef5-47d4-4690-b020-04b6315aa2d6,-1829,250,-551,-1816,300,-875,-1689,950,-793,328.0929746,,,667.3477354
347,06c6741e-9f2a-4114-8ca9-0dc5ccc951e6,-1743,2000,-1121,-1637,2003,-1121,-1614,2975,-1618,106.0424443,,,1091.93498
348,3ccb2d59-9e94-48e6-9e72-0b7b96bd3f9b,2236,-6750,-1032,2230,-6713,-3187,2486,-6925,-1618,2155.325961,,,1603.820751
349,578ca001-8cf5-4d30-b58f-1d574eaf808a,-2255,-4000,-217,-2242,-3980,-1040,-2164,-4250,-343,823.3456139,,,751.527112
350,94e948c1-f7be-4868-893a-f7cd2df3313e,-2243,-2000,-169,-2225.6,-2036.8,4700,-2264,-2950,-93,4869.170155,,,4879.370636
351,38124fca-a0ac-4b58-8e8b-84a2357850e6,-1294,-1000,-122,-1298,-1001,-618,-1447.317698,-1045.951271,-68,496.0171368,,,571.6785738
352,c410fda5-a6db-4697-a7e3-6ed65601844d,-1800,-4500,-242,-1784.5,-4220.4,-931.5,-1889,-4625,-593,744.1953104,,,537.7765893
353,43b9b189-5221-46a0-928a-e137bc326534,-1800,-4750,-527,-1765,-4404.4,-987.9,-1871.803317,-4992.777108,-1343,577.1422442,,,695.4786694
354,94fcff55-2da2-4366-a2c7-2f58c05b54dc,-800,-4250,-242,-800,-4250,-242,-1064,-4025,-168,0,,,354.6787279
355,f26a6ab1-7e37-4f8d-bb50-295c056e1062,-2243,-2000,-169,-2243,-2000,-169,-2239,-1975,-118,0,,,56.93856338
356,47be9ae4-290f-46ab-b047-952bc3a1a509,-1829,-1250,-170,-1829,-1250,0,-2440.883306,-790.5000128,-393,170,,,860.2269574
357,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,-2704,-2000,-312,-2704,-2000,0,-2663.621243,-1594.19388,-293,312,,,502.1534136
